Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2018-09-13 02:01:24.99,2018-09-12 22:01:24.99,2941.945676326752,42.316704,-71.726984,5,165.6459190157758,4,70956.4232969397,30.54000091552734,0,221.1328125,279.6973571777344,294.2892456054688,180,-70.19141247898449
2018-09-13 02:01:25.99,2018-09-12 22:01:25.99,2942.945663332939,42.316493,-71.727222,5,164.4452554684846,3,70986.99215417913,30.60000038146973,0,220.4296875,279.6973571777344,294.2892456054688,180,-63.94699798654527
2018-09-13 02:01:26.99,2018-09-12 22:01:26.99,2943.945650219917,42.316281,-71.727457,5,163.6557205193311,3,71017.58862763582,30.63999938964844,0,219.7265625,279.6973571777344,294.2892456054688,180,-58.94182340301518
2018-09-13 02:01:27.99,2018-09-12 22:01:27.99,2944.945637106895,42.316064,-71.727693,5,162.9679789629635,3,71048.50537026985,30.73999977111816,0,219.375,279.6973571777344,294.2892456054688,180,-54.54453949428819
2018-09-13 02:01:28.99,2018-09-12 22:01:28.99,2945.945624947548,42.315847,-71.727923,5,161.9233465002677,3,71079.19013691282,30.79000091552734,0,218.3203125,279.6973571777344,294.2892456054688,180,-50.8184123532661
2018-09-13 02:01:29.99,2018-09-12 22:01:29.99,2946.945611715317,42.315626,-71.728151,5,160.7476193320502,3,71110.18624764842,30.90999984741211,0,217.6171875,279.6973571777344,294.2892456054688,180,-47.63807107001445
2018-09-13 02:01:30.99,2018-09-12 22:01:30.99,2947.945598125458,42.315402,-71.728376,5,159.6631483646191,4,71141.24495068131,30.89999961853027,0,216.9140625,279.6973571777344,294.2892456054688,180,-44.87043901552781
2018-09-13 02:01:31.99,2018-09-12 22:01:31.99,2948.945585846901,42.315184,-71.728594,5,158.8199879256845,4,71171.39098672503,30.53000068664551,0,216.2109375,279.6973571777344,294.2892456054688,180,-42.62893028346932
2018-09-13 02:01:32.99,2018-09-12 22:01:32.99,2949.945572972298,42.314958,-71.728813,5,157.7437550454492,3,71202.36260843027,30.52000045776367,0,215.5078125,279.6973571777344,294.2892456054688,180,-40.83574477039372
2018-09-13 02:01:33.99,2018-09-12 22:01:33.99,2950.945560455322,42.314732,-71.729031,5,156.8655073641384,3,71233.25684585773,30.51000022888184,0,215.15625,279.6973571777344,294.2892456054688,180,-39.46764074362702
2018-09-13 02:01:34.99,2018-09-12 22:01:34.99,2951.945546627045,42.314505,-71.729246,5,156.0508736081733,3,71264.15546870192,30.53000068664551,0,214.453125,279.6973571777344,294.2892456054688,180,-38.26502611110505
2018-09-13 02:01:35.99,2018-09-12 22:01:35.99,2952.945533871651,42.314277,-71.729448,5,155.237708808518,3,71294.49326281609,30.5,0,213.75,279.6973571777344,294.2892456054688,180,-36.9350990203259
2018-09-13 02:01:36.99,2018-09-12 22:01:36.99,2953.945521354675,42.314046,-71.729646,5,154.4363325968437,3,71324.96059701835,30.54999923706055,0,213.3984375,279.6973571777344,294.2892456054688,180,-36.18117562074453
2018-09-13 02:01:37.99,2018-09-12 22:01:37.99,2954.945508241653,42.313810,-71.729850,5,153.5243934611153,3,71356.1338227712,30.55999946594238,0,212.34375,279.6973571777344,294.2892456054688,180,-35.69656769314302
2018-09-13 02:01:38.99,2018-09-12 22:01:38.99,2955.945495128632,42.313578,-71.730043,5,152.5195581727204,3,71386.39888000401,30.45000076293945,0,211.640625,279.6973571777344,294.2892456054688,180,-35.21431056566117
2018-09-13 02:01:39.99,2018-09-12 22:01:39.99,2956.945482373238,42.313348,-71.730235,5,151.8122254707394,3,71416.52843141992,30.36000061035156,0,210.9375,279.6973571777344,294.2892456054688,180,-34.86971504694324
2018-09-13 02:01:40.99,2018-09-12 22:01:40.99,2957.945469498634,42.313108,-71.730417,5,150.4229511257717,3,71447.09728865935,30.28000068664551,0,209.8828125,279.6973571777344,294.2892456054688,180,-34.61208610473138
2018-09-13 02:01:41.99,2018-09-12 22:01:41.99,2958.945456504822,42.312870,-71.730598,5,150.4229511257717,4,71477.57855417411,30.25,0,209.8828125,279.6973571777344,294.2892456054688,180,-34.48072071769945
2018-09-13 02:01:42.99,2018-09-12 22:01:42.99,2959.945443511009,42.312630,-71.730771,5,149.3492650474575,4,71507.84719271732,30.09000015258789,0,208.828125,279.6973571777344,294.2892456054688,180,-34.3067428937189
2018-09-13 02:01:43.99,2018-09-12 22:01:43.99,2960.945430636406,42.312389,-71.730923,5,148.3876166323176,4,71537.43584198199,29.20999908447266,0,208.125,279.6973571777344,294.2892456054688,180,-34.09866667320242
2018-09-13 02:01:44.99,2018-09-12 22:01:44.99,2961.945417284966,42.312170,-71.731104,5,147.1552791422593,4,71565.97699274444,27.95999908447266,0,208.125,279.6973571777344,294.2892456054688,180,-33.78267993735192
2018-09-13 02:01:45.99,2018-09-12 22:01:45.99,2962.945404291153,42.311953,-71.731256,5,146.0818753311544,4,71593.14427821799,27.3799991607666,0,207.0703125,279.6973571777344,294.2892456054688,180,-33.67596679405248
2018-09-13 02:01:46.99,2018-09-12 22:01:46.99,2963.945391774178,42.311727,-71.731397,5,145.0291582939959,4,71620.87950891447,27.06999969482422,0,206.71875,279.6973571777344,294.2892456054688,180,-33.26368817318991
2018-09-13 02:01:47.99,2018-09-12 22:01:47.99,2964.945378065109,42.311504,-71.731549,5,143.8643676314155,4,71648.64859006705,26.95999908447266,0,206.015625,279.6973571777344,294.2892456054688,180,-32.81644182355075
2018-09-13 02:01:48.99,2018-09-12 22:01:48.99,2965.94536626339,42.311287,-71.731689,5,143.2241074588899,4,71675.47071706757,27,0,204.9609375,279.6973571777344,294.2892456054688,180,-32.44246613935205
2018-09-13 02:01:49.99,2018-09-12 22:01:49.99,2966.94535279274,42.311069,-71.731827,5,142.1246194500755,4,71702.23941264374,26.82999992370605,0,204.2578125,279.6973571777344,294.2892456054688,180,-32.02580411503862
2018-09-13 02:01:50.99,2018-09-12 22:01:50.99,2967.945340037346,42.310850,-71.731963,5,141.476433413314,6,71729.13401587743,26.82999992370605,0,204.2578125,279.6973571777344,294.2892456054688,180,-31.75182416215456
2018-09-13 02:01:51.99,2018-09-12 22:01:51.99,2968.94532763958,42.310641,-71.732087,5,140.2055944179442,6,71754.52543749352,26.77000045776367,0,203.5546875,279.6973571777344,294.2892456054688,180,-31.28697478615224
2018-09-13 02:01:52.99,2018-09-12 22:01:52.99,2969.945313930511,42.310416,-71.732209,5,139.180027254257,6,71781.47422808917,26.96999931335449,0,203.5546875,279.6973571777344,294.2892456054688,180,-30.97938655367101
2018-09-13 02:01:53.99,2018-09-12 22:01:53.99,2970.945301175117,42.310205,-71.732334,5,138.6342525437675,6,71807.13001625387,27.17000007629395,0,203.203125,279.6973571777344,294.2892456054688,180,-30.66856925158907
2018-09-13 02:01:54.99,2018-09-12 22:01:54.99,2971.945287823677,42.309982,-71.732467,5,139.4670930848441,6,71834.21972023377,27.17000007629395,0,203.203125,279.6973571777344,294.2892456054688,180,-30.74907404865689
2018-09-13 02:01:55.99,2018-09-12 22:01:55.99,2972.945274591446,42.309760,-71.732588,5,137.8816203803491,4,71860.92405550582,27.13999938964844,0,202.8515625,279.6973571777344,294.2892456054688,180,-30.85505891449843
2018-09-13 02:01:56.99,2018-09-12 22:01:56.99,2973.945261716843,42.309537,-71.732730,5,136.7998106159949,4,71888.36460533999,27.45999908447266,0,203.203125,279.6973571777344,294.2892456054688,180,-30.9520865850571
2018-09-13 02:01:57.99,2018-09-12 22:01:57.99,2974.945249319077,42.309311,-71.732863,5,136.3573465241454,4,71915.78012598353,27.6299991607666,0,203.5546875,279.6973571777344,294.2892456054688,180,-31.10504202551803
2018-09-13 02:01:58.99,2018-09-12 22:01:58.99,2975.945236206055,42.309082,-71.732997,5,136.2955765113191,4,71943.50639892949,27.72999954223633,0,203.203125,279.6973571777344,294.2892456054688,180,-31.35120704499946
2018-09-13 02:01:59.99,2018-09-12 22:01:59.99,2976.945223212242,42.308856,-71.733126,5,136.3705598269434,4,71970.84405128635,27.88999938964844,0,203.203125,279.6973571777344,294.2892456054688,180,-31.74653712862644
2018-09-13 02:02:00.99,2018-09-12 22:02:00.99,2977.945210814476,42.308626,-71.733266,5,136.3691058248885,4,71998.95517925573,27.79999923706055,0,202.8515625,279.6973571777344,294.2892456054688,180,-32.26612080393322
2018-09-13 02:02:01.99,2018-09-12 22:02:01.99,2978.945197939873,42.308399,-71.733386,5,135.9100879769156,4,72026.02920680486,28.20999908447266,0,203.203125,279.6973571777344,294.2892456054688,180,-32.90763343603123
2018-09-13 02:02:02.99,2018-09-12 22:02:02.99,2979.94518494606,42.308171,-71.733521,5,136.1509132333466,4,72053.8142224375,28.29000091552734,0,203.90625,279.6973571777344,294.2892456054688,180,-33.70545839976423
2018-09-13 02:02:03.99,2018-09-12 22:02:03.99,2980.945172309875,42.307942,-71.733658,5,136.0819251885694,4,72081.64860943984,28.25,0,204.609375,279.6973571777344,294.2892456054688,180,-34.60927381347783
2018-09-13 02:02:04.99,2018-09-12 22:02:04.99,2981.945159077644,42.307708,-71.733792,5,135.9376507246831,4,72109.90108803091,27.95999908447266,0,205.3125,279.6973571777344,294.2892456054688,180,-35.37711621398564
2018-09-13 02:02:05.99,2018-09-12 22:02:05.99,2982.945146203041,42.307477,-71.733939,5,136.2786922379353,4,72138.39567716469,28.71999931335449,0,204.9609375,279.6973571777344,294.2892456054688,180,-36.46089864171361
2018-09-13 02:02:06.99,2018-09-12 22:02:06.99,2983.945132851601,42.307237,-71.734097,5,136.3957426295352,4,72168.0660294987,28.21999931335449,0,204.609375,279.6973571777344,294.2892456054688,180,-37.87041341154627
2018-09-13 02:02:07.99,2018-09-12 22:02:07.99,2984.94511961937,42.307013,-71.734242,5,136.2074865835402,4,72195.74551224198,28.23999977111816,0,204.2578125,279.6973571777344,294.2892456054688,180,-39.35834783091665
2018-09-13 02:02:08.99,2018-09-12 22:02:08.99,2985.945106744766,42.306780,-71.734372,5,135.8609759848465,4,72223.74572362394,27.73999977111816,0,202.5,279.6973571777344,294.2892456054688,180,-40.97689437132041
2018-09-13 02:02:09.99,2018-09-12 22:02:09.99,2986.945094585419,42.306547,-71.734519,5,135.8609759848465,4,72252.37077846385,28.31999969482422,0,204.609375,279.6973571777344,294.2892456054688,180,-42.66453937667572
2018-09-13 02:02:10.99,2018-09-12 22:02:10.99,2987.945081472397,42.306316,-71.734654,5,136.1713391458817,4,72280.41418515051,28.17000007629395,0,204.9609375,279.6973571777344,294.2892456054688,180,-44.59662182903931
2018-09-13 02:02:11.99,2018-09-12 22:02:11.99,2988.945068001747,42.306087,-71.734808,5,136.3564884325455,4,72308.87499327426,28.17000007629395,0,206.3671875,279.6973571777344,294.2892456054688,180,-46.70180003611933
2018-09-13 02:02:12.99,2018-09-12 22:02:12.99,2989.945054769516,42.305871,-71.734950,5,136.4668522668318,6,72335.59843320424,27.6299991607666,0,205.6640625,279.6973571777344,294.2892456054688,180,-48.89889423550985
2018-09-13 02:02:13.99,2018-09-12 22:02:13.99,2990.945042014122,42.305656,-71.735084,5,136.2238523917212,6,72361.96251342141,27.79999923706055,0,206.3671875,279.6973571777344,294.2892456054688,180,-51.32591379699068
2018-09-13 02:02:14.99,2018-09-12 22:02:14.99,2991.945029377937,42.305429,-71.735248,5,135.6139860868434,6,72390.58567484029,28.40999984741211,0,207.7734375,279.6973571777344,294.2892456054688,180,-54.22866143331497
2018-09-13 02:02:15.99,2018-09-12 22:02:15.99,2992.945016622543,42.305190,-71.735430,5,135.4494996765104,6,72421.16147540083,28.40999984741211,0,208.4765625,279.6973571777344,294.2892456054688,180,-57.61262441441718
2018-09-13 02:02:16.99,2018-09-12 22:02:16.99,2993.945003509521,42.304966,-71.735601,5,135.089804030862,6,72449.83429768542,28.38999938964844,0,209.1796875,279.6973571777344,294.2892456054688,180,-61.1292866475952
2018-09-13 02:02:17.99,2018-09-12 22:02:17.99,2994.94499027729,42.304750,-71.735786,5,135.0774400611157,6,72478.25572333921,28.3700008392334,0,209.8828125,279.6973571777344,294.2892456054688,180,-65.29117361760697
2018-09-13 02:02:18.99,2018-09-12 22:02:18.99,2995.944978117943,42.304520,-71.735962,5,134.7875961547683,6,72507.63850618662,28.36000061035156,0,210.234375,279.6973571777344,294.2892456054688,180,-70.03160924590904
2018-09-13 02:02:19.99,2018-09-12 22:02:19.99,2996.944964289665,42.304295,-71.736148,5,134.6968294446069,6,72536.98422129799,28.68000030517578,0,209.8828125,279.6973571777344,294.2892456054688,180,-75.68633486075288
2018-09-13 02:02:20.99,2018-09-12 22:02:20.99,2997.944952487946,42.304081,-71.736321,5,134.799589330101,6,72564.77898822617,28.30999946594238,0,211.9921875,279.6973571777344,294.2892456054688,180,-81.36512300029212
2018-09-13 02:02:21.99,2018-09-12 22:02:21.99,2998.944939255714,42.303868,-71.736506,5,134.8860747406678,6,72592.95767472553,28.20000076293945,0,212.34375,279.6973571777344,294.2892456054688,180,-89.25002717114035
2018-09-13 02:02:22.99,2018-09-12 22:02:22.99,2999.944925546646,42.303660,-71.736696,5,135.3760231271973,6,72620.94804502737,28.04000091552734,0,213.3984375,279.6973571777344,294.2892456054688,180,-98.93767465099766
2018-09-13 02:02:23.99,2018-09-12 22:02:23.99,3000.944913268089,42.303450,-71.736879,5,135.9328224939651,6,72648.72720823965,27.8799991607666,0,213.75,279.6973571777344,294.2892456054688,180,-111.6594509351776
2018-09-13 02:02:24.99,2018-09-12 22:02:24.99,3001.944900989532,42.303240,-71.737068,5,136.3461538180948,6,72676.78027640482,27.63999938964844,0,214.453125,279.6973571777344,294.2892456054688,180,-125.8709131658119
2018-09-13 02:02:25.99,2018-09-12 22:02:25.99,3002.944887042046,42.303036,-71.737263,5,137.3042906385342,6,72704.63656013561,27.48999977111816,0,215.15625,279.6973571777344,294.2892456054688,180,-148.3628703915665
2018-09-13 02:02:26.99,2018-09-12 22:02:26.99,3003.944873571396,42.302823,-71.737442,5,137.7472086196022,6,72732.57152997394,27.31999969482422,0,216.2109375,279.6973571777344,294.2892456054688,180,-183.6588545998965
2018-09-13 02:02:27.99,2018-09-12 22:02:27.99,3004.944861650467,42.302626,-71.737644,5,139.1217470041835,6,72760.05122445762,27.29000091552734,0,216.5625,279.6973571777344,294.2892456054688,180,-245.4401325140197
2018-09-13 02:02:28.99,2018-09-12 22:02:28.99,3005.94484770298,42.302433,-71.737839,5,139.0345590935462,6,72786.88025437556,27.13999938964844,0,217.265625,279.6973571777344,294.2892456054688,180,-363.4081072148212
2018-09-13 02:02:29.99,2018-09-12 22:02:29.99,3006.944835305214,42.302241,-71.738040,5,139.786444349633,8,72813.90786650509,27.04000091552734,0,217.6171875,279.6973571777344,294.2892456054688,180,-682.6878173141673
2018-09-13 02:02:30.99,2018-09-12 22:02:30.99,3007.944822788239,42.302048,-71.738242,5,140.4912286988379,8,72841.09758595005,27.20999908447266,0,217.6171875,279.6973571777344,294.2892456054688,180,-5481.409836857468
2018-09-13 02:02:31.99,2018-09-12 22:02:31.99,3008.944809913635,42.301848,-71.738447,5,141.3376503081633,8,72869.05211192627,27.53000068664551,0,218.671875,279.6973571777344,294.2892456054688,180,913.9487229281625
2018-09-13 02:02:32.99,2018-09-12 22:02:32.99,3009.944796919823,42.301665,-71.738653,5,142.2207838032654,8,72895.54675048923,26.95000076293945,0,220.078125,279.6973571777344,294.2892456054688,180,440.4805044141557
2018-09-13 02:02:33.99,2018-09-12 22:02:33.99,3010.944783091545,42.301481,-71.738858,5,143.3794900345794,8,72922.04786600053,26.77000045776367,0,220.4296875,279.6973571777344,294.2892456054688,180,288.6027357215143
2018-09-13 02:02:34.99,2018-09-12 22:02:34.99,3011.944770693779,42.301301,-71.739076,5,143.9674916802193,6,72949.0202770079,26.73999977111816,0,221.1328125,279.6973571777344,294.2892456054688,180,208.3109525889842
2018-09-13 02:02:35.99,2018-09-12 22:02:35.99,3012.944757342339,42.301126,-71.739282,5,144.6621371724393,8,72974.82649087801,26.80999946594238,0,222.5390625,279.6973571777344,294.2892456054688,180,169.8282112198154
2018-09-13 02:02:36.99,2018-09-12 22:02:36.99,3013.944745540619,42.300953,-71.739498,5,145.4126869401046,8,73001.05454183878,26.57999992370605,0,222.5390625,279.6973571777344,294.2892456054688,180,145.3017470711551
2018-09-13 02:02:37.99,2018-09-12 22:02:37.99,3014.944732427597,42.300777,-71.739719,5,145.4126869401046,6,73027.76006098231,26.5,0,222.890625,279.6973571777344,294.2892456054688,180,130.4634092775251
2018-09-13 02:02:38.99,2018-09-12 22:02:38.99,3015.944719314575,42.300601,-71.739932,5,145.8013554504298,6,73054.0496870863,26.48999977111816,0,222.890625,279.6973571777344,294.2892456054688,180,116.9770219402754
2018-09-13 02:02:39.99,2018-09-12 22:02:39.99,3016.944705963135,42.300439,-71.740162,5,146.3647908897702,6,73080.18458489027,26.59000015258789,0,223.9453125,279.6973571777344,294.2892456054688,180,106.0321803383616
2018-09-13 02:02:40.99,2018-09-12 22:02:40.99,3017.944693565369,42.300270,-71.740373,5,146.7355194498312,6,73105.84653373227,26.67000007629395,0,224.296875,279.6973571777344,294.2892456054688,180,97.6645219805623
2018-09-13 02:02:41.99,2018-09-12 22:02:41.99,3018.944680809975,42.300079,-71.740615,5,147.073809055633,6,73134.92089064652,26.72999954223633,0,225,279.6973571777344,294.2892456054688,180,91.97843121848236
2018-09-13 02:02:42.99,2018-09-12 22:02:42.99,3019.944668054581,42.299910,-71.740846,5,147.7458119126678,6,73161.66173266603,26.59000015258789,0,225.703125,279.6973571777344,294.2892456054688,180,86.93677760790118
