Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2018-09-13 11:54:41.00,2018-09-13 07:54:41.00,1018.559498667717,42.287514,-71.591987,5,116.5332837076326,3,10507.7543334722,23.28000068664551,-1,69.9609375,254.7972106933594,269.0950622558594,180,46.46989744437025
2018-09-13 11:54:42.00,2018-09-13 07:54:42.00,1019.559462308884,42.287587,-71.591719,5,118.2340885113512,3,10531.25634769091,23.3700008392334,-1,69.9609375,254.7972106933594,269.0950622558594,180,42.37280654187353
2018-09-13 11:54:43.00,2018-09-13 07:54:43.00,1020.559427857399,42.287657,-71.591450,5,119.7191349767595,3,10554.76758441393,23.51000022888184,-1,70.3125,254.7972106933594,269.0950622558594,180,38.6451203253117
2018-09-13 11:54:44.00,2018-09-13 07:54:44.00,1021.55939412117,42.287729,-71.591176,5,121.2056633537757,3,10578.70789439806,23.69000053405762,-1,71.015625,254.7972106933594,269.0950622558594,180,35.54928422849194
2018-09-13 11:54:45.00,2018-09-13 07:54:45.00,1022.559362053871,42.287800,-71.590900,5,122.7610269483226,3,10602.73670860264,23.95999908447266,-1,70.6640625,254.7972106933594,269.0950622558594,180,32.90942368336023
2018-09-13 11:54:46.00,2018-09-13 07:54:46.00,1023.559331059456,42.287870,-71.590623,5,124.0210637165952,3,10626.92027946548,24.20000076293945,-1,70.6640625,254.7972106933594,269.0950622558594,180,30.85379012483879
2018-09-13 11:54:47.00,2018-09-13 07:54:47.00,1024.559300661087,42.287939,-71.590345,5,125.9513513719768,3,10651.02022524915,24.44000053405762,-1,71.015625,254.7972106933594,269.0950622558594,180,29.02086618647881
2018-09-13 11:54:48.00,2018-09-13 07:54:48.00,1025.559271931648,42.288008,-71.590063,5,126.9453112209609,3,10675.47309473504,24.6200008392334,-1,71.71875,254.7972106933594,269.0950622558594,180,27.47327994970138
2018-09-13 11:54:49.00,2018-09-13 07:54:49.00,1026.559244036674,42.288076,-71.589777,5,128.1275985421907,3,10700.23468169421,24.76000022888184,-1,72.7734375,254.7972106933594,269.0950622558594,180,26.2191385214948
2018-09-13 11:54:50.00,2018-09-13 07:54:50.00,1027.559215784073,42.288138,-71.589490,5,129.1679980466899,3,10724.82660469233,24.97999954223633,-1,73.828125,254.7972106933594,269.0950622558594,180,25.22111003462931
2018-09-13 11:54:51.00,2018-09-13 07:54:51.00,1028.55918943882,42.288201,-71.589196,5,130.0815162865931,3,10750.09159935123,25.25,-1,74.1796875,254.7972106933594,269.0950622558594,180,24.44525030661156
2018-09-13 11:54:52.00,2018-09-13 07:54:52.00,1029.55916261673,42.288258,-71.588899,5,130.0815162865931,4,10775.37517857275,25.47999954223633,-1,75.234375,254.7972106933594,269.0950622558594,180,23.8946004911561
2018-09-13 11:54:53.00,2018-09-13 07:54:53.00,1030.559137225151,42.288302,-71.588604,5,130.8337547568715,4,10800.10902553782,25.60000038146973,-1,79.8046875,254.7972106933594,269.0950622558594,180,23.4809700945838
2018-09-13 11:54:54.00,2018-09-13 07:54:54.00,1031.559112787247,42.288338,-71.588301,5,130.9569608646884,4,10825.42616530967,25.85000038146973,-1,80.859375,254.7972106933594,269.0950622558594,180,23.21270908885133
2018-09-13 11:54:55.00,2018-09-13 07:54:55.00,1032.559088587761,42.288370,-71.587981,5,131.0884991322874,4,10851.94159267156,26.36000061035156,-1,82.6171875,254.7972106933594,269.0950622558594,180,23.11161599828328
2018-09-13 11:54:56.00,2018-09-13 07:54:56.00,1033.559064865112,42.288402,-71.587655,5,131.300802861062,4,10879.08725753875,26.77000045776367,-1,83.671875,254.7972106933594,269.0950622558594,180,23.12318823163859
2018-09-13 11:54:57.00,2018-09-13 07:54:57.00,1034.559042692184,42.288415,-71.587324,5,131.7718402236636,4,10906.32726151581,27.19000053405762,-1,85.4296875,254.7972106933594,269.0950622558594,180,23.26538821513717
2018-09-13 11:54:58.00,2018-09-13 07:54:58.00,1035.559019804001,42.288425,-71.586991,5,131.9308999754329,4,10933.81714419348,27.60000038146973,-1,87.1875,254.7972106933594,269.0950622558594,180,23.46855028352274
2018-09-13 11:54:59.00,2018-09-13 07:54:59.00,1036.558997035027,42.288434,-71.586654,5,132.3270852096348,6,10961.60947361854,28,-1,87.890625,254.7972106933594,269.0950622558594,180,23.83496099315128
2018-09-13 11:55:00.00,2018-09-13 07:55:00.00,1037.558976411819,42.288443,-71.586313,5,132.8658057228014,4,10989.63886524605,28.29999923706055,-1,89.296875,254.7972106933594,269.0950622558594,180,24.30357402345074
2018-09-13 11:55:01.00,2018-09-13 07:55:01.00,1038.558954834938,42.288449,-71.585971,5,133.5653809442151,4,11017.81739146575,28.42000007629395,-1,89.296875,254.7972106933594,269.0950622558594,180,24.73887865659582
2018-09-13 11:55:02.00,2018-09-13 07:55:02.00,1039.558934569359,42.288453,-71.585627,5,134.1803129357212,4,11046.18967134472,28.40999984741211,-1,89.296875,254.7972106933594,269.0950622558594,180,25.14447527872518
2018-09-13 11:55:03.00,2018-09-13 07:55:03.00,1040.558913707733,42.288456,-71.585283,5,135.1893759199092,4,11074.54698383271,28.23999977111816,-1,88.59375,254.7972106933594,269.0950622558594,180,25.50507547447013
2018-09-13 11:55:04.00,2018-09-13 07:55:04.00,1041.5588940382,42.288457,-71.584936,5,137.0835555497274,4,11103.08955875296,28.01000022888184,-1,88.9453125,254.7972106933594,269.0950622558594,180,25.81553158352567
2018-09-13 11:55:05.00,2018-09-13 07:55:05.00,1042.558874249458,42.288456,-71.584606,5,137.6132500532892,4,11130.23738645563,27.55999946594238,-1,88.9453125,254.7972106933594,269.0950622558594,180,26.0885852200136
2018-09-13 11:55:06.00,2018-09-13 07:55:06.00,1043.558854460716,42.288466,-71.584277,5,138.9219187252079,4,11157.4050044195,26.77000045776367,-1,88.9453125,254.7972106933594,269.0950622558594,180,26.41457135887543
2018-09-13 11:55:07.00,2018-09-13 07:55:07.00,1044.558834910393,42.288467,-71.583964,5,139.3098191958215,4,11183.1383093329,25.93000030517578,-1,89.296875,254.7972106933594,269.0950622558594,180,26.70865107278983
2018-09-13 11:55:08.00,2018-09-13 07:55:08.00,1045.558815598488,42.288473,-71.583655,5,140.0294924373015,4,11208.5901360396,25.04000091552734,-1,89.296875,254.7972106933594,269.0950622558594,180,26.95630289786401
2018-09-13 11:55:08.99,2018-09-13 07:55:08.99,1046.558797121048,42.288481,-71.583362,5,143.6238964176667,4,11232.75726667561,24.36000061035156,-1,89.296875,254.7972106933594,269.0950622558594,180,26.88241760180078
2018-09-13 11:55:09.99,2018-09-13 07:55:09.99,1047.558779001236,42.288484,-71.583068,5,141.9512886098769,4,11256.92477107735,23.86000061035156,-1,88.9453125,254.7972106933594,269.0950622558594,180,27.02453427118398
2018-09-13 11:55:10.99,2018-09-13 07:55:10.99,1048.558760762215,42.288496,-71.582780,5,143.2417593007972,4,11280.73872612623,23.63999938964844,-1,88.9453125,254.7972106933594,269.0950622558594,180,27.24465459524518
2018-09-13 11:55:11.99,2018-09-13 07:55:11.99,1049.558743000031,42.288494,-71.582497,5,144.1716614910695,4,11304.05010001419,23.76000022888184,-1,88.9453125,254.7972106933594,269.0950622558594,180,27.48318891685225
2018-09-13 11:55:12.99,2018-09-13 07:55:12.99,1050.5587246418,42.288495,-71.582211,5,144.9698530453061,4,11327.54673276705,24.04999923706055,-1,89.296875,254.7972106933594,269.0950622558594,180,27.85966334035371
2018-09-13 11:55:13.99,2018-09-13 07:55:13.99,1051.558706521988,42.288498,-71.581911,5,145.8246769394108,4,11352.24659235257,24.25,-1,88.59375,254.7972106933594,269.0950622558594,180,28.41867417195831
2018-09-13 11:55:14.99,2018-09-13 07:55:14.99,1052.558688402176,42.288503,-71.581618,5,146.0160182073046,4,11376.41746038568,24.07999992370605,-1,88.9453125,254.7972106933594,269.0950622558594,180,29.06522299484417
2018-09-13 11:55:15.99,2018-09-13 07:55:15.99,1053.558671832085,42.288507,-71.581326,5,146.1952223937303,3,11400.49809568781,24.04000091552734,-1,89.296875,254.7972106933594,269.0950622558594,180,29.74718507071454
2018-09-13 11:55:16.99,2018-09-13 07:55:16.99,1054.558653593063,42.288511,-71.581034,5,146.0370187579457,3,11424.50885894641,24.26000022888184,-1,89.296875,254.7972106933594,269.0950622558594,180,30.6733748264114
2018-09-13 11:55:17.99,2018-09-13 07:55:17.99,1055.558636903763,42.288514,-71.580728,5,145.9295265621005,4,11449.71192555752,24.78000068664551,-1,89.296875,254.7972106933594,269.0950622558594,180,31.83137663809888
2018-09-13 11:55:18.99,2018-09-13 07:55:18.99,1056.558619856834,42.288519,-71.580424,5,144.9896315960456,4,11474.77392325344,25.23999977111816,-1,88.9453125,254.7972106933594,269.0950622558594,180,33.64753143160083
2018-09-13 11:55:19.99,2018-09-13 07:55:19.99,1057.558603048325,42.288520,-71.580110,5,144.9896315960456,4,11500.65912272699,25.32999992370605,-1,88.9453125,254.7972106933594,269.0950622558594,180,35.36793110483782
2018-09-13 11:55:20.99,2018-09-13 07:55:20.99,1058.558586597443,42.288526,-71.579799,5,144.4812022333885,4,11526.2048254485,25.52000045776367,-1,88.9453125,254.7972106933594,269.0950622558594,180,37.48097596234457
2018-09-13 11:55:21.99,2018-09-13 07:55:21.99,1059.558570384979,42.288525,-71.579482,5,144.1229789723849,4,11552.31032846441,26.39999961853027,-1,90,254.7972106933594,269.0950622558594,180,39.80418012258912
2018-09-13 11:55:22.99,2018-09-13 07:55:22.99,1060.558553576469,42.288526,-71.579164,5,143.2798836478777,4,11578.55370070608,26.65999984741211,-1,89.6484375,254.7972106933594,269.0950622558594,180,42.67701062349444
2018-09-13 11:55:23.99,2018-09-13 07:55:23.99,1061.558536887169,42.288530,-71.578836,5,143.2504370046944,4,11605.57362489815,27.27000045776367,-1,89.296875,254.7972106933594,269.0950622558594,180,45.86489589166956
2018-09-13 11:55:24.99,2018-09-13 07:55:24.99,1062.558520674706,42.288534,-71.578501,5,143.0737748259609,4,11633.09733159028,27.8799991607666,-1,89.296875,254.7972106933594,269.0950622558594,180,49.17742371602361
2018-09-13 11:55:25.99,2018-09-13 07:55:25.99,1063.558504223824,42.288534,-71.578154,5,142.4430971182887,4,11661.67374891014,28.29999923706055,-1,89.296875,254.7972106933594,269.0950622558594,180,52.93848130163433
2018-09-13 11:55:26.99,2018-09-13 07:55:26.99,1064.558488130569,42.288537,-71.577805,5,142.0426182086902,4,11690.43825702473,28.71999931335449,-1,90,254.7972106933594,269.0950622558594,180,56.80736276950312
2018-09-13 11:55:27.99,2018-09-13 07:55:27.99,1065.558472394943,42.288541,-71.577460,5,141.5302344407216,4,11718.83106441561,29.07999992370605,-1,90.3515625,254.7972106933594,269.0950622558594,180,61.01478133737224
2018-09-13 11:55:28.99,2018-09-13 07:55:28.99,1066.558455944061,42.288541,-71.577101,5,141.1576052349983,4,11748.44961631476,29.1299991607666,-1,90,254.7972106933594,269.0950622558594,180,65.22180001215455
2018-09-13 11:55:29.99,2018-09-13 07:55:29.99,1067.558440089226,42.288537,-71.576746,5,141.3157347716455,4,11777.63591437465,29.23999977111816,-1,90,254.7972106933594,269.0950622558594,180,69.56158380029531
2018-09-13 11:55:30.99,2018-09-13 07:55:30.99,1068.558423876762,42.288542,-71.576392,5,141.2510968399701,4,11806.79697795836,29.06999969482422,-1,89.6484375,254.7972106933594,269.0950622558594,180,74.02900028076598
2018-09-13 11:55:31.99,2018-09-13 07:55:31.99,1069.558407902718,42.288542,-71.576036,5,142.258559972125,4,11836.1191361231,29.1200008392334,-1,90,254.7972106933594,269.0950622558594,180,78.50366434680961
2018-09-13 11:55:32.99,2018-09-13 07:55:32.99,1070.55839240551,42.288538,-71.575682,5,144.1799065081426,3,11865.2987793544,28.92000007629395,-1,90,254.7972106933594,269.0950622558594,180,81.37560568102457
2018-09-13 11:55:33.99,2018-09-13 07:55:33.99,1071.558376550674,42.288540,-71.575342,5,145.0793920521137,3,11893.31011828266,28.28000068664551,-1,90,254.7972106933594,269.0950622558594,180,85.0777794430477
2018-09-13 11:55:34.99,2018-09-13 07:55:34.99,1072.55836057663,42.288547,-71.575002,5,145.9690110903825,3,11921.30307018614,27.93000030517578,-1,90,254.7972106933594,269.0950622558594,180,88.62658857596976
2018-09-13 11:55:35.99,2018-09-13 07:55:35.99,1073.558344960213,42.288550,-71.574666,5,147.8665712043361,3,11948.99022085083,27.54999923706055,-1,89.6484375,254.7972106933594,269.0950622558594,180,90.91985727057386
2018-09-13 11:55:36.99,2018-09-13 07:55:36.99,1074.558329463005,42.288556,-71.574336,5,149.3839550259516,4,11976.18841053597,27.34000015258789,-1,88.9453125,254.7972106933594,269.0950622558594,180,91.29399707059582
2018-09-13 11:55:37.99,2018-09-13 07:55:37.99,1075.558312773705,42.288559,-71.574011,5,151.1979178395763,4,12002.91016033915,27.04999923706055,-1,88.59375,254.7972106933594,269.0950622558594,180,89.82031850593285
2018-09-13 11:55:38.99,2018-09-13 07:55:38.99,1076.558298110962,42.288566,-71.573692,5,152.1773279472785,4,12029.22760270881,26.70000076293945,-1,88.9453125,254.7972106933594,269.0950622558594,180,90.34609090051663
2018-09-13 11:55:39.99,2018-09-13 07:55:39.99,1077.558282732964,42.288566,-71.573371,5,153.228421059821,6,12055.66421901197,26.46999931335449,-1,89.6484375,254.7972106933594,269.0950622558594,180,87.79244734223221
2018-09-13 11:55:40.99,2018-09-13 07:55:40.99,1078.558266878128,42.288566,-71.573055,5,154.064858999887,4,12081.63859877642,26.46999931335449,-1,89.296875,254.7972106933594,269.0950622558594,180,85.09994720828468
2018-09-13 11:55:41.99,2018-09-13 07:55:41.99,1079.55825138092,42.288569,-71.572729,5,154.4472577804329,4,12108.53420958164,26.6299991607666,-1,89.296875,254.7972106933594,269.0950622558594,180,83.53350245038027
2018-09-13 11:55:42.99,2018-09-13 07:55:42.99,1080.558236241341,42.288571,-71.572405,5,154.8153662663788,4,12135.18589406553,27.01000022888184,-1,89.296875,254.7972106933594,269.0950622558594,180,83.12429994625217
2018-09-13 11:55:43.99,2018-09-13 07:55:43.99,1081.558220505714,42.288574,-71.572071,5,154.2004370605625,4,12162.74256378346,27.45999908447266,-1,89.296875,254.7972106933594,269.0950622558594,180,83.09389928990453
2018-09-13 11:55:44.99,2018-09-13 07:55:44.99,1082.558206319809,42.288573,-71.571733,5,153.2670827718491,4,12190.57370536085,27.8799991607666,-1,89.296875,254.7972106933594,269.0950622558594,180,84.42379145283948
2018-09-13 11:55:45.99,2018-09-13 07:55:45.99,1083.558189034462,42.288578,-71.571391,5,151.731761533967,4,12218.70121632464,28.09000015258789,-1,88.9453125,254.7972106933594,269.0950622558594,180,87.94660181866109
2018-09-13 11:55:46.99,2018-09-13 07:55:46.99,1084.558174371719,42.288582,-71.571043,5,150.2559927641967,4,12247.39088797915,28.3799991607666,-1,88.9453125,254.7972106933594,269.0950622558594,180,94.38005862264558
2018-09-13 11:55:47.99,2018-09-13 07:55:47.99,1085.558158755302,42.288588,-71.570693,5,150.2559927641967,4,12276.20277558365,28.71999931335449,-1,88.9453125,254.7972106933594,269.0950622558594,180,102.852466372936
2018-09-13 11:55:48.99,2018-09-13 07:55:48.99,1086.558144330978,42.288593,-71.570341,5,148.6489855064996,4,12305.17083988193,28.97999954223633,-1,88.9453125,254.7972106933594,269.0950622558594,180,110.0292340376117
2018-09-13 11:55:49.99,2018-09-13 07:55:49.99,1087.558128595352,42.288601,-71.569986,5,146.7711692480459,4,12334.40908630341,28.97999954223633,-1,89.296875,254.7972106933594,269.0950622558594,180,126.345066392461
2018-09-13 11:55:50.99,2018-09-13 07:55:50.99,1088.558112382889,42.288603,-71.569634,5,145.3878738660405,4,12363.39382834245,29.44000053405762,-1,89.296875,254.7972106933594,269.0950622558594,180,149.2606374924444
2018-09-13 11:55:51.99,2018-09-13 07:55:51.99,1089.5580971241,42.288608,-71.569278,5,143.339779793867,4,12392.7412363619,29.56999969482422,-1,89.296875,254.7972106933594,269.0950622558594,180,186.5647793728617
2018-09-13 11:55:52.99,2018-09-13 07:55:52.99,1090.558082342148,42.288609,-71.568929,5,141.3228817055233,4,12421.52520774365,29.34000015258789,-1,90,254.7972106933594,269.0950622558594,180,253.4205281399569
2018-09-13 11:55:53.99,2018-09-13 07:55:53.99,1091.558066487312,42.288607,-71.568574,5,138.8212563694333,4,12450.69633677208,29.3799991607666,-1,90.3515625,254.7972106933594,269.0950622558594,180,412.6786459118798
2018-09-13 11:55:54.99,2018-09-13 07:55:54.99,1092.558051943779,42.288608,-71.568221,5,137.3945769848666,4,12479.78373945465,29.34000015258789,-1,90.3515625,254.7972106933594,269.0950622558594,180,1118.618329049325
